,MBH_SIGMA,MBH_WISE
325,9.637197494506836,9.503054732488064
326,6.527072429656982,6.840204487239048
327,8.098817825317383,8.475133565743874
328,8.582674026489258,8.787678074363779
329,9.57878303527832,9.36345841310566
330,9.111310958862305,9.087197517656268
331,8.264455795288086,8.174064208918521
332,8.37847900390625,8.705877715628269
333,8.815053939819336,8.548036506954674
334,9.503427505493164,9.037505333786719
335,8.864517211914062,7.937074220809601
336,9.168075561523438,8.936443432035508
337,8.896320343017578,8.890437886309048
338,7.052277088165283,6.896428264261597
339,7.58107328414917,6.881601706333314
340,8.824129104614258,8.980293310110293
341,9.382671356201172,9.160193304634845
342,8.232982635498047,8.637656733753019
343,8.20938491821289,8.1911134463023
344,8.250520706176758,8.433771758754833
345,8.077556610107422,8.17483245276788
346,8.706121444702148,8.174390276612552
347,8.917278289794922,8.319614183655286
348,7.823927402496338,8.18743874004102
349,9.4150390625,8.768148784424382
350,8.933734893798828,8.821391051233128
351,8.441469192504883,8.785771225601625
352,9.4150390625,9.060858055838473
353,9.075912475585938,8.732594069044424
354,8.967144012451172,8.294624166145251
355,8.783010482788086,7.998836335864304
356,8.70039176940918,9.128272270811618
357,7.554352283477783,7.879854956048841
358,8.927684783935547,8.618718635652336
359,9.00425910949707,8.613064032776084
360,8.674432754516602,8.629814244250843
361,9.304088592529297,9.055376067885327
362,7.876687526702881,7.532157414551303
363,8.082576751708984,8.260883770786085
364,9.089654922485352,8.97286868944759
365,8.430732727050781,8.656001568053917
366,8.984090805053711,8.465727264252372
367,8.906822204589844,8.296308247633323
368,9.042425155639648,8.626423182016154
369,9.150096893310547,8.983026677284709
370,8.963739395141602,8.612755514144178
371,9.5128173828125,9.114862811528013
372,8.873395919799805,8.67649607777307
373,7.968154430389404,7.654467663965983
374,8.711835861206055,8.682848252526298
375,8.528680801391602,9.052432627620469
376,8.599725723266602,8.660960325492674
377,7.982612133026123,9.188237369439154
378,8.430732727050781,8.228437237798339
379,7.77996301651001,7.965319183333419
380,8.506929397583008,8.72448252777638
381,8.325000762939453,7.855796862746798
382,7.193643093109131,7.008037514749162
383,8.860956192016602,8.843000469367002
384,8.973091125488281,9.35659070741473
385,9.35916519165039,9.661866115798084
386,9.133554458618164,8.958170978308944
387,7.887641429901123,8.3917170692505
388,8.742076873779297,8.782307944058719
389,8.774696350097656,8.660081822173193
390,8.557365417480469,8.486150217993167
391,8.166282653808594,8.55953528509552
392,8.61764144897461,8.521779009649595
393,8.891929626464844,8.756624400734905
394,9.192855834960938,8.920833883302688
395,8.887529373168945,8.247363856766158
396,8.78945541381836,8.665315796459627
397,9.14144515991211,8.855720043662156
398,7.447535991668701,7.797743915379939
399,8.598726272583008,8.797847712967098
400,7.3700127601623535,7.923051586039599
401,8.454286575317383,7.765236276719623
402,8.335123062133789,8.255347488248464
403,8.894563674926758,8.48846371945725
404,8.652080535888672,8.786327527772322
405,9.094486236572266,8.856723409171265
406,8.487068176269531,8.750758278217997
407,7.825332164764404,7.605505269921355
408,8.950929641723633,8.916728999670426
409,8.52558708190918,8.414406949615248
410,8.55940055847168,8.373141273181172
411,9.145381927490234,9.224619505249933
412,9.304088592529297,9.39819202786819
413,8.423187255859375,8.583098899037033
414,9.258899688720703,8.906670222616517
415,8.80046272277832,7.801644393329015
416,9.056371688842773,8.901431813831165
417,7.913445949554443,8.682159971336743
418,9.071855545043945,9.05855125383096
419,8.577634811401367,8.391817640499198
420,9.152448654174805,8.184860705735108
421,9.23104476928711,8.531456633734969
422,9.225736618041992,8.415081485417325
423,9.006769180297852,8.501282121417564
424,9.244638442993164,8.868385140866495
425,9.789772033691406,8.966769213884653
426,8.304618835449219,8.431448864131923
427,9.30555534362793,9.284393785176494
428,8.081323623657227,8.288003398252865
429,7.152524471282959,7.844033156347524
430,8.998395919799805,8.658107445280063
431,9.409442901611328,8.530792385616266
432,8.346321105957031,7.944055122370058
433,8.74676513671875,8.525461847723005
434,8.802289962768555,8.646862729608788
435,9.796283721923828,8.879268968801497
436,9.152448654174805,8.507032472621969
437,9.185140609741211,8.518121385730245
438,9.243133544921875,8.320611690982961
439,9.112907409667969,8.193329529434807
440,8.995037078857422,9.037403253061912
441,9.882682800292969,8.488678456541713
442,8.61069107055664,8.799912248012621
443,8.405843734741211,9.028310321072059
444,9.216609954833984,8.430965986390902
445,8.845758438110352,8.814591835749873
446,8.709932327270508,8.686390176852363
447,9.279752731323242,8.52551868915759
448,8.720382690429688,8.291655684892591
449,8.368547439575195,8.228922364990442
450,7.801341533660889,7.937160883964335
451,9.412940979003906,8.612874205720132
452,8.174728393554688,8.191184785163419
453,8.55634880065918,7.426928406398991
454,9.59820556640625,8.675691255882573
455,8.860065460205078,8.50598319661934
456,9.396095275878906,8.882566106180409
457,7.858775615692139,8.095663950575318
458,9.602714538574219,9.612678311712724
459,6.9577107429504395,7.216261520142407
460,9.192085266113281,9.192481700720052
461,7.154408931732178,7.145895261250245
462,7.555931568145752,7.9857113849652155
463,7.316238880157471,7.7967375303343465
464,9.395391464233398,9.366385845844839
465,7.719009876251221,8.397439881191076
466,9.069417953491211,8.742282644201316
467,9.816875457763672,9.52114631095562
468,6.760406017303467,6.594972130414286
469,7.716066837310791,7.90069241968509
470,9.452457427978516,8.592522341693023
471,9.408041000366211,8.973582675068977
472,9.035009384155273,8.039001979591578
473,8.686967849731445,8.85894456719013
474,9.453144073486328,8.869397521795893
475,7.693867206573486,7.2659148140087355
476,7.8197102546691895,7.839333111308479
477,8.272544860839844,8.233081138949782
478,9.326715469360352,9.08591674466895
479,7.501571178436279,7.773772079405166
480,8.753313064575195,8.799118309109975
481,9.228771209716797,9.071097520959215
482,8.167491912841797,8.400494454365319
483,9.012611389160156,9.231736594342944
484,8.251686096191406,8.169934678106458
485,8.7589111328125,8.463343501873302
486,9.402427673339844,9.061320908299464
487,9.854053497314453,9.082164258382686
488,9.419923782348633,9.025659194807602
489,8.14442253112793,7.5128814537696265
490,8.620615005493164,8.260778749242304
491,7.1068034172058105,8.008395075917615
492,8.319356918334961,8.662547196555352
493,6.795971393585205,7.306297354500355
494,9.45176887512207,8.934936000529067
495,9.05473518371582,9.278616085739802
496,8.35634994506836,8.5527747691097
497,7.210252285003662,6.821981975422835
498,9.294532775878906,9.130489092937683
499,6.837494373321533,7.190862718093342
500,7.958907604217529,8.633866232401552
501,7.666940212249756,6.4289650027165255
502,8.021581649780273,6.828126050957317
503,7.449193477630615,6.749626335602301
504,9.297477722167969,9.409998169562709
505,8.068742752075195,8.149699871615848
506,8.96629524230957,7.85688723062712
507,7.390491962432861,7.177796920431534
508,9.036659240722656,8.136869605106778
509,8.967994689941406,8.52359901802425
510,9.658641815185547,9.347450767823823
511,9.26114273071289,9.20577924845849
512,9.390453338623047,7.6891657481852125
513,7.0424017906188965,7.3163156590773415
514,8.086334228515625,8.637576677760887
515,7.801341533660889,6.26980369117411
516,7.417514324188232,7.089251166407339
517,8.258659362792969,7.832890968278713
518,7.604391574859619,8.595021599420171
519,9.14852523803711,9.224979984582621
520,9.723016738891602,9.298745985973085
521,8.447885513305664,7.827653312905966
522,8.821409225463867,8.363829966291963
523,7.607483386993408,7.304729121955595
524,9.071855545043945,8.90768114463653
525,8.928550720214844,8.876977610284825
526,8.457479476928711,8.332783872527484
527,9.205913543701172,8.309607423412375
528,7.508033275604248,6.978782383937384
529,8.994197845458984,8.734229133988453
530,8.518348693847656,8.19600199582775
531,7.9161458015441895,7.904059053561158
532,7.27550745010376,7.356704380440389
533,8.900703430175781,8.509823589248063
534,9.414339065551758,8.546350238642177
535,8.260980606079102,8.316253519332871
536,8.016422271728516,7.653935361858236
537,7.4107890129089355,7.38116108100881
538,9.235586166381836,8.5776462199491
539,6.764882564544678,6.916140187037783
540,7.5257134437561035,7.879113140535452
541,10.011011123657227,9.314646114999976
542,7.373438358306885,7.934202055207853
543,8.62358283996582,8.390806446766106
544,6.559109210968018,6.384892342378773
545,8.931142807006836,8.937121694157748
546,9.240118026733398,9.005330498617205
547,7.9161458015441895,7.642844581812749
548,8.078811645507812,7.5858215777447136
549,7.044379711151123,7.064657183986995
550,8.021581649780273,8.083494629046609
551,6.549299716949463,7.182450421740016
552,9.006769180297852,8.904304193827919
553,7.223087787628174,7.447332662000004
554,9.349119186401367,8.81968009131732
555,8.89017105102539,7.638594651957337
556,8.660852432250977,7.998296720733199
557,8.357461929321289,6.833505933120577
558,8.712787628173828,7.627863474244492
559,8.183141708374023,8.531457516337138
560,7.8281378746032715,8.181208092903766
561,7.613653659820557,7.099800973638395
562,9.163398742675781,8.172964651713066
563,8.71943473815918,8.186280713715721
564,9.066164016723633,8.984644263643826
565,8.63443374633789,8.701182509542534
566,8.842166900634766,8.59834470493373
567,9.21432113647461,8.720065802738535
568,9.266368865966797,8.712896048666805
569,8.650127410888672,7.718386872412471
